400 79500
207 259 7
49 91 9
319 299 6
173 396 6
223 211 1
101 125 10
163 72 2
227 0 3
289 329 4
56 111 6
388 206 3
134 258 7
393 297 4
101 201 3
115 354 10
67 128 1
78 175 6
94 203 8
164 270 4
273 34 6
182 317 10
181 68 2
7 108 9
160 332 1
20 213 6
42 269 2
125 233 2
343 362 7
321 55 3
9 225 1
178 232 10
193 126 10
268 289 1
378 119 8
63 55 9
395 210 10
84 365 10
283 205 3
75 202 8
64 26 7
273 385 10
390 22 1
104 270 6
261 24 4
143 330 9
380 294 7
26 261 10
323 273 1
88 356 10
330 285 5
313 381 7
113 133 7
146 125 1
102 13 2
54 28 10
79 118 10
301 311 2
393 182 1
137 203 4
46 1 2
88 301 4
150 153 5
125 62 9
324 192 2
193 360 10
232 311 7
264 184 3
170 144 3
389 150 10
150 298 5
141 305 6
204 389 6
291 128 1
338 152 2
337 94 9
73 269 8
174 69 5
198 326 4
250 384 5
133 57 3
397 80 3
107 145 8
288 298 5
68 383 2
278 245 8
24 168 10
323 256 5
247 213 10
326 37 7
124 22 6
249 41 6
380 23 7
359 299 7
309 381 6
297 180 5
99 199 3
250 45 9
326 284 5
277 16 9
363 373 3
10 300 9
184 338 2
114 392 6
241 229 3
94 190 10
327 64 10
152 14 6
265 167 6
272 16 7
255 331 8
294 93 4
247 138 8
392 366 1
340 332 6
80 350 4
58 77 7
36 18 8
168 271 9
153 72 6
184 144 8
86 64 4
247 348 6
106 16 10
32 350 7
371 15 10
309 270 8
187 21 6
138 3 4
385 172 10
83 84 9
43 85 3
184 290 10
102 228 9
222 298 1
142 336 10
89 383 7
156 234 4
314 262 6
132 27 6
251 322 6
319 48 2
259 153 8
267 131 5
227 55 5
209 23 3
301 217 1
383 199 5
265 164 10
344 314 3
204 283 2
264 179 1
74 345 4
282 207 4
222 199 9
111 248 4
296 121 3
284 145 10
356 23 2
96 373 5
352 178 1
303 259 3
155 293 9
89 100 6
150 297 10
335 37 3
283 118 1
161 176 8
379 309 3
167 110 4
391 104 3
70 284 10
72 100 7
98 227 1
295 284 6
188 262 2
70 176 1
214 0 3
25 355 1
219 395 2
113 9 2
64 133 6
288 151 7
42 292 6
349 200 7
182 251 4
358 75 9
174 217 7
30 141 2
319 242 10
156 398 5
320 67 1
247 347 9
333 336 7
36 45 9
387 176 9
296 58 9
153 178 10
182 159 7
214 40 6
84 261 2
329 372 1
32 308 5
178 121 4
243 259 5
11 163 4
108 130 3
345 38 4
287 19 3
265 243 1
310 381 3
28 129 4
350 277 2
297 219 7
152 62 2
359 278 5
22 81 6
172 144 8
209 0 3
319 114 8
213 29 3
133 38 6
212 210 4
255 125 7
30 46 8
235 375 9
324 352 10
268 244 8
81 52 3
297 88 8
375 29 9
175 66 1
198 84 3
371 370 1
207 265 4
271 245 8
321 244 1
291 38 1
74 17 8
39 256 7
106 292 9
4 220 2
92 40 1
120 321 1
255 43 9
15 397 5
307 22 9
395 351 1
355 174 6
217 180 6
393 101 7
270 256 9
152 27 4
125 176 2
182 361 8
198 276 5
355 100 10
16 73 2
360 109 8
213 368 7
262 109 9
383 117 10
85 352 1
130 34 1
9 267 4
57 122 6
203 17 8
66 331 4
243 381 3
298 195 9
359 48 4
238 269 1
114 58 4
196 158 8
36 144 10
277 42 2
153 97 6
282 135 9
186 63 7
168 140 10
324 384 5
282 338 5
1 326 1
138 9 2
168 122 6
141 236 7
80 271 6
210 341 1
327 374 8
214 164 9
259 223 2
368 158 1
197 280 1
376 47 8
154 274 3
169 59 8
379 302 8
51 15 6
2 274 10
184 70 7
369 136 3
381 9 6
331 391 9
74 294 8
367 278 3
277 327 1
358 143 3
229 20 8
221 377 5
157 230 3
169 255 6
218 46 6
103 182 2
139 297 9
146 210 8
41 289 8
199 59 10
234 61 9
250 399 3
323 142 8
207 34 6
309 182 9
257 82 4
303 111 8
381 97 4
280 18 8
221 8 8
41 12 8
174 312 3
298 287 6
250 145 8
68 212 4
369 340 8
124 221 9
359 122 9
39 320 4
145 313 2
203 395 4
222 21 8
100 55 10
302 115 8
369 390 8
309 63 1
191 284 6
336 350 8
314 44 5
109 103 6
215 195 3
176 122 5
243 295 5
156 201 1
199 239 10
73 181 9
156 41 2
31 78 1
127 136 6
78 320 6
207 323 3
137 272 3
124 359 2
5 114 3
47 292 10
140 222 2
151 312 9
44 45 10
290 102 10
162 46 6
362 211 10
11 48 8
297 349 5
31 170 8
258 96 7
165 241 5
188 321 7
376 300 4
245 21 10
215 345 1
110 200 1
191 185 3
119 271 6
369 34 2
287 341 4
7 111 2
230 122 8
361 66 8
68 305 8
324 382 3
40 65 2
384 252 8
395 333 4
217 107 4
322 199 6
78 341 9
283 261 5
188 369 9
21 80 5
47 42 1
133 68 4
3 123 1
220 250 10
21 16 4
274 341 3
157 74 6
208 195 1
148 229 8
90 224 10
234 313 3
53 348 9
287 37 4
396 218 4
336 292 3
120 30 6
171 291 9
379 81 2
191 211 6
274 366 1
128 269 6
240 180 3
363 381 5
203 44 8
96 107 8
140 272 1
96 174 6
221 74 1
269 388 5
32 8 4
45 43 9
200 61 8
159 77 4
133 144 1
317 142 7
7 261 3
277 1 4
261 137 7
383 37 5
221 81 10
305 94 6
129 174 7
262 159 9
41 371 3
70 227 2
350 275 4
282 82 6
295 346 6
147 264 1
139 338 5
3 263 3
269 1 10
311 368 9
47 32 5
151 243 1
99 235 7
23 273 1
215 58 4
122 46 6
38 264 1
29 392 1
60 247 6
35 326 3
60 18 5
157 218 9
387 238 9
221 356 4
264 383 5
23 31 8
333 280 8
394 339 6
69 245 8
224 25 4
276 92 9
237 113 10
175 69 3
190 92 10
169 109 6
3 387 8
340 111 3
352 235 8
311 129 5
353 92 3
212 177 1
344 300 8
244 80 6
68 386 10
107 355 2
189 360 4
71 91 6
224 134 5
398 209 3
69 206 3
360 37 1
6 47 4
27 311 1
95 121 8
399 2 9
228 83 4
114 388 8
225 240 3
50 320 1
220 166 6
183 380 4
237 163 10
131 297 4
229 358 2
254 113 7
317 392 8
352 209 8
393 143 3
317 337 6
22 102 7
301 57 10
334 260 7
252 293 9
52 278 1
207 325 10
264 86 10
109 197 2
177 6 4
71 18 6
245 187 4
363 130 2
244 89 9
130 49 8
266 260 8
163 64 5
243 90 3
223 329 7
126 350 2
390 147 10
376 21 9
23 122 3
108 317 1
221 79 7
198 124 8
312 322 4
230 324 10
95 284 1
53 213 4
322 273 1
166 364 4
259 168 5
65 273 5
278 84 9
246 59 1
60 360 9
304 33 5
43 11 5
375 86 2
270 314 2
106 69 7
186 321 5
365 195 5
202 173 2
149 93 5
348 342 6
337 195 2
79 166 1
242 178 4
77 161 1
318 56 5
88 338 5
42 84 5
89 272 6
38 53 3
355 324 7
66 203 5
179 24 7
248 71 5
50 206 10
41 181 4
198 83 5
212 302 9
196 78 4
64 338 1
143 294 6
123 75 5
52 393 10
305 393 1
77 195 1
256 388 7
149 333 10
358 80 6
174 15 6
332 390 2
194 355 6
361 145 10
22 51 1
73 96 1
37 299 2
235 37 10
229 93 1
57 336 6
191 155 1
199 204 9
388 122 2
325 54 1
47 72 2
180 325 5
159 391 6
118 317 4
155 265 8
216 277 2
283 236 1
8 73 8
231 75 7
388 158 6
311 66 10
55 104 1
284 48 2
280 58 10
109 214 8
79 97 5
116 255 6
126 265 3
105 23 4
207 199 1
189 78 7
355 43 7
345 341 2
57 19 3
56 135 1
237 300 6
321 168 8
148 359 7
136 332 10
106 373 2
127 193 10
267 232 10
258 375 2
282 33 9
258 368 10
132 203 4
379 175 4
208 298 9
319 392 4
306 37 3
259 267 9
166 393 2
180 198 7
343 120 6
132 348 7
250 133 3
216 261 4
178 267 5
318 148 1
382 345 8
348 125 3
310 396 7
239 171 3
233 136 9
264 363 3
35 223 5
124 323 5
361 86 6
212 149 3
304 19 9
200 249 6
335 51 7
274 174 5
241 187 10
340 379 10
325 307 3
21 272 2
58 71 1
362 254 1
164 390 4
106 338 5
393 194 2
276 22 1
233 386 7
103 221 2
32 322 6
194 44 3
78 342 4
59 63 4
263 266 8
109 148 7
390 71 10
196 342 10
273 155 10
92 132 2
388 44 1
5 152 1
212 218 2
6 137 1
137 351 9
297 53 1
210 11 4
23 64 7
68 96 8
284 360 9
228 0 4
324 109 5
270 272 8
182 185 8
294 1 3
32 167 1
146 324 6
17 121 6
148 177 9
306 168 4
349 206 9
213 72 3
302 194 4
100 135 8
20 214 10
131 382 2
371 0 6
245 269 9
128 102 6
114 303 5
201 283 7
259 28 3
102 117 2
305 187 4
190 153 2
53 7 5
367 28 2
280 239 8
76 195 10
42 350 2
135 322 6
241 268 6
281 292 7
345 351 1
368 261 8
0 308 6
219 246 1
206 387 1
363 39 10
44 212 4
201 153 6
147 140 9
197 149 7
355 184 3
34 146 5
340 228 7
37 112 3
5 280 3
327 324 7
16 216 10
94 154 2
316 230 1
72 351 5
181 63 6
81 37 3
193 268 8
300 35 10
39 302 9
295 241 9
250 314 4
183 369 6
318 147 2
28 97 5
75 209 3
320 58 9
356 218 4
65 216 3
350 153 3
386 349 10
284 282 9
390 261 5
379 112 6
230 99 7
180 273 10
147 32 8
257 354 8
350 332 9
313 15 8
35 291 2
42 339 4
303 170 7
171 358 8
182 276 8
227 341 1
52 236 9
192 228 8
299 32 4
227 272 2
222 143 2
220 194 10
271 49 4
189 279 10
176 162 10
280 287 3
147 113 3
58 131 8
56 27 7
373 85 3
184 371 9
240 90 4
281 345 3
207 154 9
157 171 3
96 265 10
205 261 7
286 328 9
347 284 10
370 310 10
167 326 2
260 52 10
182 210 4
300 303 6
362 196 10
166 84 8
121 43 5
104 31 1
84 46 9
336 272 10
148 316 4
357 136 8
102 331 6
233 207 4
271 240 5
170 324 8
57 296 9
137 361 7
230 271 7
90 235 6
53 13 1
3 200 5
148 388 3
225 242 5
221 265 7
241 190 1
312 239 6
153 194 9
294 158 4
334 185 1
222 224 5
348 392 6
165 151 8
316 301 3
248 371 5
87 319 4
385 299 10
273 375 9
326 397 10
18 107 2
271 75 10
123 389 5
4 11 4
164 192 3
321 202 1
250 26 1
239 214 2
340 182 7
383 234 5
386 184 6
269 290 2
376 84 3
124 66 7
258 167 7
252 152 3
369 56 9
233 114 5
34 138 7
65 148 3
28 317 6
244 374 8
107 195 9
352 134 6
209 217 5
111 298 3
33 222 8
114 200 7
177 110 4
58 274 10
220 391 6
266 197 6
376 349 7
190 107 6
382 344 8
159 179 9
14 119 1
372 98 4
40 244 5
188 56 5
140 375 6
181 31 1
379 249 2
218 47 4
224 85 7
372 54 10
65 363 1
171 150 6
334 106 9
87 167 2
51 176 7
220 82 1
345 294 2
80 289 3
170 361 3
56 195 10
78 202 9
141 71 1
90 215 1
163 319 6
358 255 4
227 141 7
46 43 7
124 136 7
45 32 8
89 345 6
31 210 6
133 85 8
388 301 7
363 20 1
6 330 9
119 234 9
110 330 1
177 255 1
328 196 9
288 131 9
236 35 2
62 132 6
82 199 6
68 49 5
360 326 4
211 308 5
278 54 1
189 240 3
100 313 10
64 200 10
160 337 2
312 132 6
141 175 2
329 286 5
92 9 6
106 150 6
201 97 5
113 316 1
69 351 1
3 333 7
216 139 4
139 175 9
42 170 3
127 114 2
230 365 3
257 224 1
36 20 10
282 381 8
17 163 10
60 334 10
22 90 5
370 0 3
366 100 6
294 73 1
279 364 8
187 292 3
50 180 1
226 188 2
262 87 2
226 195 3
183 51 8
381 192 2
39 1 8
385 222 10
316 286 9
262 383 1
6 361 2
27 329 10
337 324 2
106 73 10
160 63 8
2 234 3
100 175 3
319 272 1
385 34 5
200 166 1
78 307 2
195 222 10
350 338 4
50 31 1
82 153 3
20 96 10
38 299 2
85 123 4
92 254 6
276 63 4
51 196 9
15 214 9
198 253 2
71 242 1
97 194 3
260 347 3
50 118 5
20 196 2
115 251 6
122 338 1
339 30 10
390 13 9
309 205 3
124 8 2
399 0 9
44 176 8
93 98 6
380 283 1
78 223 7
62 180 10
391 108 9
251 40 5
218 67 10
44 58 7
16 99 2
90 321 2
326 236 5
269 67 1
77 247 6
281 111 5
358 166 6
133 314 9
307 199 8
227 262 5
109 268 3
162 98 5
15 282 3
298 308 6
113 28 4
272 8 8
166 290 10
52 110 7
109 356 5
351 167 6
1 221 3
54 154 7
338 315 10
65 133 4
299 159 3
359 1 10
258 329 8
43 383 5
213 207 9
200 38 4
209 342 6
70 162 2
348 240 6
192 108 6
396 375 10
273 257 2
13 328 5
316 175 4
137 156 4
339 139 8
355 328 6
386 64 2
206 63 2
87 14 6
202 203 6
207 193 9
53 148 9
188 139 10
171 116 1
332 113 5
165 206 7
271 349 4
155 275 9
39 397 2
141 179 9
48 282 2
77 144 4
228 50 3
24 194 9
61 78 8
99 180 1
231 147 1
252 126 4
48 60 10
119 181 7
277 108 3
181 303 1
151 73 3
128 119 4
25 384 5
53 393 3
149 71 1
312 365 2
177 201 8
318 376 4
338 183 10
82 111 10
215 264 1
280 316 10
25 371 1
133 93 2
56 144 3
54 88 8
165 124 6
95 238 9
148 210 3
191 128 2
110 253 7
233 282 1
346 194 10
105 212 2
347 154 3
305 233 5
45 176 1
27 194 1
354 182 6
130 286 9
271 192 4
7 218 10
288 225 3
183 275 2
207 346 7
181 249 9
75 238 4
106 101 10
162 7 1
340 255 2
207 208 10
209 290 3
290 23 5
29 91 1
127 357 1
397 91 1
310 32 8
327 319 7
330 300 8
140 223 6
239 390 8
370 162 10
32 93 10
129 248 9
127 378 10
251 2 5
66 21 5
315 295 9
321 243 5
115 323 1
26 389 7
337 348 6
320 184 5
319 345 4
397 282 6
89 140 6
317 283 5
347 157 2
134 63 4
371 383 6
197 32 5
165 29 3
240 325 9
210 315 9
23 314 6
272 180 7
64 335 1
177 84 10
163 306 5
252 128 3
295 139 10
300 41 7
282 89 2
380 31 6
223 28 5
283 178 10
17 185 6
156 48 6
380 216 9
237 388 2
120 386 2
327 275 10
327 114 9
38 257 2
367 389 5
40 62 2
356 146 8
139 258 3
185 342 4
0 17 1
101 386 9
161 168 3
189 277 4
182 287 9
314 7 7
149 80 8
129 76 3
121 320 7
146 272 8
331 57 1
214 218 9
338 325 3
186 384 10
58 237 1
46 362 5
366 88 10
190 393 2
296 336 7
141 216 3
239 67 2
354 69 3
293 166 7
0 104 1
258 85 6
134 288 1
85 148 6
248 156 10
237 385 3
357 79 5
109 303 7
273 86 8
262 56 2
85 300 9
86 295 5
357 246 7
284 40 5
104 89 8
349 308 4
32 246 3
395 388 2
69 279 1
16 302 10
10 94 5
155 229 5
366 65 3
171 398 3
166 66 7
224 79 10
155 367 1
127 151 3
238 322 10
28 267 4
350 371 9
52 116 7
95 92 6
72 304 10
83 178 6
209 74 7
259 158 10
373 116 1
337 330 3
305 274 5
64 111 7
168 396 1
32 262 5
284 133 7
36 196 4
182 211 10
110 268 3
53 170 3
99 32 5
375 62 4
164 22 3
318 135 1
41 25 9
133 274 8
248 124 9
138 197 7
164 335 5
0 85 2
43 184 10
383 329 5
51 49 10
307 304 7
323 251 6
172 301 5
397 219 10
254 144 2
332 269 7
215 86 6
45 110 1
29 13 3
92 273 9
251 371 1
260 12 3
56 17 1
64 48 1
279 110 10
125 314 4
210 349 10
328 356 2
179 338 10
59 113 5
177 63 2
91 41 8
291 266 9
155 201 7
77 322 6
342 153 7
247 94 1
10 309 10
90 92 7
380 10 1
234 256 5
28 103 9
329 249 2
175 97 4
204 93 4
69 241 1
338 271 4
361 308 5
43 109 8
396 79 7
41 344 9
22 253 1
69 341 4
173 160 10
375 37 4
321 136 4
386 336 6
227 310 7
53 383 8
192 200 2
142 231 4
276 366 7
377 265 5
143 135 10
229 337 6
282 92 8
143 254 5
119 88 8
139 317 3
329 386 5
175 94 8
157 216 5
44 131 6
108 330 10
204 218 10
367 180 6
34 339 5
303 270 3
356 131 7
116 376 3
368 334 6
331 349 9
239 195 7
61 74 4
306 157 3
285 303 5
319 129 6
146 91 10
124 163 1
13 195 6
86 268 2
340 130 6
318 358 8
25 220 8
242 167 8
38 162 8
334 255 4
33 308 7
177 136 2
243 132 6
64 234 8
72 216 9
351 362 8
12 26 8
133 6 2
56 143 9
31 7 3
17 225 2
322 81 2
43 322 8
227 73 9
302 80 4
331 365 1
263 34 7
115 362 10
227 286 6
278 180 7
16 202 1
237 3 1
342 106 4
258 397 2
182 84 2
200 4 9
127 218 2
220 263 10
296 155 9
269 164 4
343 183 7
220 135 8
179 197 5
15 126 9
81 105 3
389 169 1
96 339 10
57 302 2
68 65 9
391 378 9
10 125 4
133 120 1
47 147 1
199 65 3
256 134 5
320 319 3
218 13 7
316 351 3
363 270 6
0 64 7
358 182 4
121 237 9
377 278 1
108 392 6
283 359 8
215 59 4
137 379 8
100 126 4
376 59 6
307 292 8
367 85 1
50 383 9
227 21 10
189 57 9
17 356 9
308 187 6
66 120 5
77 108 2
165 155 9
119 137 1
310 322 1
332 69 9
79 111 2
204 74 8
376 68 7
276 38 3
76 117 7
323 381 6
28 198 10
385 71 8
13 301 6
185 0 9
334 186 4
8 39 7
12 347 1
45 242 10
346 328 9
17 48 5
235 351 8
171 327 3
306 104 1
216 293 9
261 88 7
179 337 7
21 268 7
2 244 2
172 371 1
226 33 7
74 158 3
176 273 6
102 189 10
366 91 9
389 244 4
326 277 7
128 199 9
218 202 10
2 20 9
136 355 1
175 311 5
293 119 8
118 8 9
279 253 2
151 207 5
287 154 8
32 140 5
100 315 7
196 179 5
6 185 9
65 53 2
78 264 9
372 219 6
347 80 2
51 263 3
5 155 3
134 1 8
317 30 10
216 383 3
63 290 6
63 92 8
32 21 8
306 141 10
149 310 8
245 310 4
386 390 9
159 273 9
342 77 3
51 186 6
60 73 7
330 293 10
320 154 8
199 127 8
163 184 2
24 56 1
295 337 9
222 299 8
83 92 6
264 19 10
371 256 4
148 147 3
121 183 9
300 13 2
339 312 2
399 345 3
229 170 6
59 332 3
308 323 8
195 35 5
85 181 5
309 333 1
28 58 2
313 85 9
106 194 5
102 99 6
263 382 8
8 123 6
88 78 8
100 46 7
101 309 2
116 123 9
93 3 1
219 53 4
62 250 6
355 226 8
167 134 1
95 242 6
220 377 7
256 195 4
61 80 9
341 223 3
220 226 4
106 49 6
58 211 1
250 369 8
252 375 10
169 216 4
129 51 7
86 181 8
118 306 4
226 298 10
59 133 6
129 111 7
128 117 1
155 316 9
162 388 8
42 73 7
324 14 3
323 267 1
15 396 6
284 366 7
145 258 2
286 162 9
353 36 2
175 121 2
65 272 7
148 225 7
166 225 4
50 279 7
25 297 8
256 282 6
314 74 5
148 234 9
117 237 9
152 226 8
238 78 6
385 315 8
349 131 4
41 251 2
319 384 6
187 199 9
248 135 9
144 233 6
42 173 1
176 359 7
333 81 9
103 124 1
99 63 9
317 264 7
19 284 9
22 32 7
240 153 6
216 132 9
122 203 8
121 397 1
225 87 5
304 57 8
125 159 2
67 356 3
286 50 8
346 258 10
360 134 2
92 358 6
347 87 9
36 231 3
115 159 4
115 201 10
216 42 3
215 179 7
389 373 7
234 72 6
204 288 4
377 349 5
378 394 9
272 263 4
59 120 8
300 45 3
332 54 9
394 163 9
279 4 4
197 209 8
129 160 6
368 131 8
303 63 5
225 332 5
190 365 2
205 82 9
399 302 8
226 216 10
359 152 7
26 179 1
111 128 1
189 343 2
202 87 9
19 282 2
52 288 9
297 98 5
346 61 3
346 90 4
278 0 2
60 223 10
123 267 5
120 270 4
255 65 1
347 379 8
46 322 7
263 343 10
107 100 8
375 278 1
33 398 1
107 292 10
149 170 1
128 98 3
380 55 5
334 166 6
311 147 8
388 240 9
312 358 7
206 363 5
8 136 10
73 9 2
263 168 6
133 94 6
292 4 1
52 169 6
162 97 8
190 233 8
93 356 4
185 205 9
372 232 9
86 348 6
117 303 4
191 219 2
353 358 1
258 374 7
101 324 7
379 139 7
266 198 4
250 178 7
83 133 1
244 336 8
375 349 5
26 111 8
119 326 6
292 249 10
119 208 4
290 261 4
264 225 1
51 203 4
358 219 3
5 157 10
320 303 2
144 326 10
18 380 6
232 312 8
86 11 8
145 293 2
39 74 4
156 299 2
214 303 9
35 39 5
369 308 5
168 285 5
142 370 1
249 263 1
136 215 1
262 118 1
154 194 4
154 71 10
194 290 9
268 164 2
290 33 7
282 229 8
281 162 10
279 381 10
275 210 2
103 62 4
397 289 10
218 2 6
36 282 7
205 27 6
252 391 7
189 370 3
190 308 9
333 394 7
336 2 1
269 212 9
132 22 3
130 351 8
343 372 10
83 303 1
311 71 5
193 150 5
10 245 7
314 335 5
387 164 8
37 159 3
102 43 7
104 165 1
232 293 4
228 194 9
294 21 8
122 108 3
16 205 6
134 200 5
264 172 4
167 46 8
386 260 1
338 275 10
362 111 9
209 3 1
349 318 8
365 29 8
112 256 3
311 199 2
107 3 6
133 275 2
122 298 8
325 252 1
192 4 1
98 294 9
119 356 7
132 113 10
219 50 9
14 366 5
169 232 7
97 259 1
124 112 4
212 22 6
304 6 8
393 253 4
76 379 8
210 276 5
226 168 1
127 76 9
220 79 1
364 345 9
392 166 1
222 320 8
128 45 10
274 116 1
35 83 9
54 269 9
222 390 3
327 180 1
274 1 5
175 138 2
306 315 7
98 0 6
130 172 2
190 249 8
355 363 2
315 246 2
250 23 8
129 205 1
69 224 9
53 137 8
49 372 2
341 95 7
282 216 2
130 145 3
24 277 9
65 220 5
235 136 1
119 15 10
397 185 1
24 141 2
94 248 3
275 48 3
78 392 9
241 56 7
382 223 1
204 398 6
378 285 9
18 62 10
376 247 7
367 91 2
294 123 4
320 137 9
221 280 8
97 17 1
111 377 4
48 102 7
49 169 6
171 276 8
350 385 4
175 74 4
312 256 1
159 399 8
79 59 5
324 128 2
149 68 2
198 176 6
118 1 10
234 207 1
31 235 9
309 266 8
163 200 10
29 244 6
284 283 3
310 219 2
116 75 8
112 93 3
212 60 4
6 50 10
196 75 8
187 170 10
51 328 2
192 92 8
7 323 5
355 339 5
128 310 10
269 371 4
376 240 8
324 219 1
213 154 2
293 24 3
361 104 10
249 268 10
186 237 8
303 286 6
33 372 7
304 51 3
286 126 9
216 67 6
333 208 8
150 359 6
30 157 5
44 246 3
54 212 4
355 91 10
131 20 9
307 143 10
19 171 4
135 250 1
105 228 6
219 121 3
189 312 9
384 207 8
206 391 6
387 120 3
136 216 6
234 12 2
186 218 10
313 210 6
84 174 2
380 92 10
313 327 1
204 62 9
157 4 5
123 30 3
350 179 7
294 361 4
282 105 6
324 396 9
22 344 10
233 63 4
209 313 2
206 49 4
70 65 8
267 218 2
278 93 7
162 92 3
65 384 8
216 171 3
53 153 4
368 206 4
395 280 8
373 103 6
353 134 6
390 166 2
99 244 6
346 127 8
3 319 8
44 115 5
198 158 1
206 326 4
238 305 4
205 101 8
134 373 10
271 302 6
257 237 2
237 66 6
255 292 5
282 55 4
36 304 6
128 0 1
95 311 9
271 316 6
45 133 3
277 147 3
284 134 1
268 263 4
54 168 3
3 379 9
72 123 1
166 142 4
399 195 5
306 39 7
231 191 1
217 326 8
262 343 4
162 185 7
324 321 9
232 257 5
192 398 9
155 380 7
146 231 6
37 189 2
101 66 10
44 165 10
105 247 10
377 391 10
109 374 1
192 397 8
67 109 2
97 131 6
187 320 2
148 194 10
147 146 9
171 18 7
167 52 3
182 151 7
228 217 2
229 252 7
37 327 9
195 128 10
349 204 6
299 174 9
187 91 8
302 50 8
123 306 2
272 55 1
278 321 7
209 340 9
274 380 8
313 342 6
235 89 10
162 372 5
99 237 8
391 396 5
132 238 10
47 164 1
149 382 8
43 283 6
253 311 2
346 269 2
154 378 7
252 241 2
119 89 1
233 245 3
310 280 5
32 334 1
290 384 5
72 247 6
75 392 10
73 225 2
357 6 4
372 224 6
45 102 10
352 276 1
232 282 6
328 307 9
250 295 1
369 155 3
291 368 10
11 62 9
372 35 3
116 63 8
146 82 3
179 35 4
134 40 1
249 57 6
322 263 5
64 87 8
285 15 8
187 107 1
156 351 7
64 284 5
306 102 4
99 110 9
278 162 3
309 5 4
154 253 10
20 393 7
337 175 7
129 300 1
303 108 9
366 52 1
170 17 10
133 199 2
248 163 9
353 64 6
344 81 7
27 175 6
315 5 9
235 245 1
295 93 10
303 238 7
11 348 5
233 179 5
111 46 2
10 44 8
113 320 1
6 40 3
96 3 6
229 77 2
8 218 6
110 149 3
108 29 2
302 68 1
52 156 8
103 328 4
174 116 1
316 253 5
243 171 10
217 63 7
220 266 3
172 164 6
20 33 3
